datetime,US_interest_rate,Gold_Price,Gold_Change,Silver_Price,Silver_Change,US_10_year_rate,10_year_rate_Change,DollarIndex,DollarIndex_Change,USD_KRW_Price,USD_KRW_Change
1994-10-31,4.2,383.5,-0.98,5.242,-1.93,7.812,-0.42,85.78,-0.41,797.15,0.09
1994-10-28,4.2,387.3,-0.36,5.345,-1.46,7.845,-0.37,86.13,0.74,796.45,-0.08
1994-10-27,4.2,388.7,-0.15,5.424,0.71,7.874,-0.18,85.5,0.28,797.1,-0.02
1994-10-26,4.2,389.3,-0.03,5.386,1.78,7.888,0.37,85.26,-0.04,797.25,-0.19
1994-10-25,4.2,389.4,-0.05,5.292,-0.4,7.859,0.13,85.29,-0.09,798.75,0.18
1994-10-24,4.2,389.6,-0.31,5.313,0.34,7.849,0.78,85.37,-0.39,797.29,-0.05
1994-10-21,4.2,390.8,-0.13,5.295,-2,7.788,-0.17,85.7,0.33,797.65,-0.08
1994-10-20,4.2,391.3,0.31,5.403,0.6,7.801,1.65,85.42,-0.4,798.3,-0.18
1994-10-19,4.2,390.1,0.26,5.371,0.45,7.674,0.42,85.76,-0.26,799.75,0.15
1994-10-18,4.2,389.1,-0.18,5.347,-0.93,7.642,0.5,85.98,0.14,798.54,-0.21
1994-10-17,4.2,389.8,0.57,5.397,0.9,7.604,0,85.86,-1.06,800.25,0.19
1994-10-14,4.2,387.6,0.39,5.349,0.07,7.604,-0.55,86.78,-0.77,798.7,-0.08
1994-10-13,4.2,386.1,-0.49,5.345,-2.36,7.646,-0.73,87.45,-0.32,799.35,-0.05
1994-10-12,4.2,388,0.1,5.474,-0.22,7.702,0.67,87.73,-0.3,799.75,-0.19
1994-10-11,4.2,387.6,-0.79,5.486,-1.53,7.651,-0.55,87.99,0.11,801.3,0.28
1994-10-10,4.2,390.7,-0.05,5.571,-0.54,7.693,-1.02,87.89,-0.15,799.1,0.03
1994-10-07,4.2,390.9,-0.33,5.601,-0.32,7.693,-1.02,88.02,0.32,798.85,-0.03
1994-10-06,4.2,392.2,0,5.619,0.21,7.772,0.06,87.74,-0.03,799.1,-0.03
1994-10-05,4.2,392.2,-0.1,5.607,0.27,7.767,1.03,87.77,-0.11,799.35,-0.15
1994-10-04,4.2,392.6,-0.56,5.592,-0.97,7.688,0.43,87.87,-0.4,800.55,0.23
1994-10-03,4.2,394.8,0.15,5.647,0.68,7.655,0.62,88.22,0.24,798.7,0
1994-09-30,4.2,394.2,-0.25,5.609,-0.5,7.608,-0.18,88.01,0.19,798.7,0.06
1994-09-29,4.2,395.2,0.18,5.637,0.61,7.622,0.55,87.84,-0.18,798.2,-0.14
1994-09-28,4.2,394.5,-0.88,5.603,-1.91,7.58,-0.25,88,0.48,799.35,-0.05
1994-09-27,4.2,398,0.94,5.712,1.6,7.599,0.49,87.58,-0.7,799.75,-0.08
1994-09-26,4.2,394.3,-0.45,5.622,-1.13,7.562,0,88.2,0.5,800.4,-0.29
1994-09-23,4.2,396.1,0.18,5.686,0.11,7.562,0.19,87.76,-0.14,802.7,0.14
1994-09-22,4.2,395.4,0.33,5.68,1.32,7.548,-0.24,87.88,0.3,801.6,0.16
1994-09-21,4.2,394.1,0.13,5.606,-0.11,7.566,0.67,87.62,-0.11,800.3,0
1994-09-20,4.2,393.6,0.92,5.612,3.71,7.516,0.37,87.72,-0.15,800.3,0
1994-09-19,4.2,390,0.03,5.411,-0.11,7.488,-0.25,87.85,0.32,800.3,0
1994-09-16,4.2,389.9,0.44,5.417,0.76,7.507,2.29,87.57,-0.39,800.3,0.03
1994-09-15,4.2,388.2,-0.23,5.376,-0.92,7.339,-0.85,87.91,0.07,800.05,0.01
1994-09-14,4.2,389.1,-0.38,5.426,-0.66,7.402,-0.24,87.85,0.14,800,-0.02
1994-09-13,4.2,390.6,-0.08,5.462,-0.18,7.42,-0.48,87.73,-0.13,800.15,-0.01
1994-09-12,4.2,390.9,-0.2,5.472,-0.55,7.456,0.3,87.84,-0.15,800.25,-0.01
1994-09-09,4.2,391.7,0.31,5.502,0.95,7.434,2.12,87.97,-0.87,800.35,-0.09
1994-09-08,4.2,390.5,0.08,5.45,-0.91,7.28,-0.12,88.74,0.32,801.05,-0.02
1994-09-07,4.2,390.2,0.59,5.5,0.62,7.289,0.43,88.46,0.5,801.25,-0.02
1994-09-06,4.2,387.9,0.21,5.466,0.87,7.258,0.71,88.02,-0.69,801.4,0.03
1994-09-02,4.2,387.1,0.05,5.419,-0.17,7.2,0.36,88.63,-0.86,800.75,0.04
1994-09-01,4.2,386.9,0.16,5.428,-0.28,7.174,-0.06,89.4,-0.38,800.4,-0.02
1994-08-31,4.2,386.3,0.05,5.443,1.38,7.178,-0.21,89.74,0.25,800.55,-0.02
1994-08-30,4.2,386.1,-0.26,5.369,-1.07,7.193,-0.59,89.52,-0.17,800.75,-0.09
1994-08-29,4.2,387.1,0.99,5.427,4.29,7.236,0.06,89.67,-0.03,801.45,-0.05
1994-08-26,4.2,383.3,0,5.204,-0.8,7.232,-0.6,89.7,1.68,801.85,-0.03
1994-08-25,4.2,383.3,-0.1,5.246,-0.06,7.276,0.99,88.22,-0.09,802.1,-0.04
1994-08-24,4.2,383.7,0.55,5.249,0.88,7.205,-1.17,88.3,0.51,802.45,-0.09
1994-08-23,4.2,381.6,-0.03,5.203,-0.1,7.29,-0.37,87.85,0.41,803.15,-0.12
1994-08-22,4.2,381.7,-0.05,5.208,-0.04,7.317,0.8,87.49,-0.71,804.15,0.06
1994-08-19,4.2,381.9,0.29,5.21,1.07,7.259,-0.25,88.12,-0.22,803.7,-0.01
1994-08-18,4.2,380.8,0.98,5.155,0.88,7.277,1.44,88.31,-0.8,803.75,-0.02
1994-08-17,4.2,377.1,-0.16,5.11,0.24,7.174,0.36,89.02,-0.21,803.95,-0.33
1994-08-16,4.2,377.7,0.13,5.098,0.69,7.148,-2.12,89.21,0.24,806.6,0.1
1994-08-15,4.2,377.2,0.27,5.063,0.04,7.303,0.11,89,-0.08,805.8,0
1994-08-12,4.2,376.2,-0.66,5.061,-2.56,7.295,-0.84,89.07,-0.21,805.8,-0.09
1994-08-11,4.2,378.7,0.4,5.194,1.13,7.357,0.82,89.26,-0.93,806.5,0.27
1994-08-10,4.2,377.2,-0.08,5.136,0.2,7.297,-0.14,90.1,0.12,804.35,-0.12
1994-08-09,4.2,377.5,0.21,5.126,0.45,7.307,0.32,89.99,-0.13,805.3,0.16
1994-08-08,4.2,376.7,-0.16,5.103,-0.78,7.284,0.12,90.11,0.32,804,0.16
1994-08-05,4.2,377.3,-0.05,5.143,-0.41,7.275,2.28,89.82,-0.47,802.7,0.02
1994-08-04,4.2,377.5,0.05,5.164,-0.12,7.113,0.44,90.24,0.69,802.55,-0.01
1994-08-03,4.2,377.3,-0.29,5.17,-0.42,7.082,-0.31,89.62,-0.51,802.6,0.01
1994-08-02,4.2,378.4,-1.25,5.192,-2.19,7.104,-0.13,90.08,0.4,802.55,-0.01
1994-08-01,4.2,383.2,0.05,5.308,-0.17,7.113,0,89.72,-0.41,802.6,-0.01
1994-07-29,4.2,383,-0.47,5.317,-0.37,7.113,-2.35,90.09,-0.33,802.7,0.04
1994-07-28,4.2,384.8,-0.72,5.337,-0.34,7.284,-0.8,90.39,0.9,802.35,-0.01
1994-07-27,4.2,387.6,0.16,5.355,0.9,7.343,1.13,89.58,-0.32,802.45,0
1994-07-26,4.2,387,0.57,5.307,0.32,7.261,0.18,89.87,-0.19,802.45,-0.05
1994-07-25,4.2,384.8,-0.03,5.29,0.63,7.248,-0.43,90.04,-0.45,802.85,0.05
1994-07-22,4.2,384.9,0.21,5.257,0.57,7.279,0.37,90.45,0.32,802.45,-0.27
1994-07-21,4.2,384.1,-0.29,5.227,-1.1,7.252,0.3,90.16,1.09,804.65,-0.1
1994-07-20,4.2,385.2,-0.36,5.285,-0.6,7.23,1.26,89.19,-0.03,805.45,0
1994-07-19,4.2,386.6,0.23,5.317,1.39,7.14,-0.7,89.22,1.05,805.45,-0.21
1994-07-18,4.2,385.7,-0.03,5.244,-0.02,7.19,-0.8,88.29,-0.21,807.15,-0.02
1994-07-15,4.2,385.8,0.52,5.245,1.47,7.248,0.19,88.48,-0.19,807.3,0.05
1994-07-14,4.2,383.8,0.13,5.169,0.8,7.234,-2.15,88.65,0.95,806.9,0.13
1994-07-13,4.2,383.3,-0.54,5.128,-2.17,7.393,-0.36,87.82,0.4,805.85,0
1994-07-12,4.2,385.4,-0.44,5.242,-1.22,7.42,-0.62,87.47,-0.01,805.85,0.02
1994-07-11,4.2,387.1,0.78,5.307,1.03,7.466,0.62,87.48,-1.76,805.7,0.07
1994-07-08,4.2,384.1,-0.13,5.253,0.84,7.42,1.62,89.05,-0.6,805.15,-0.02
1994-07-07,4.2,384.6,0.31,5.209,-0.44,7.302,0.18,89.59,0.04,805.35,-0.09
1994-07-06,4.2,383.4,-0.54,5.232,-1.67,7.289,-0.18,89.55,-0.23,806.05,0.08
1994-07-05,4.2,385.5,-0.31,5.321,-1.55,7.302,-0.31,89.76,-0.43,805.4,-0.13
1994-07-01,4.2,386.7,0.23,5.405,0.46,7.325,0,90.15,0.38,805.05,0
1994-06-30,4.2,385.8,0.26,5.38,2.46,7.325,1.31,89.81,0.1,805.05,-0.02
1994-06-29,4.2,384.8,-0.36,5.251,-0.79,7.23,-0.07,89.72,0.08,805.25,-0.11
1994-06-28,4.2,386.2,0.39,5.293,0.95,7.235,0.93,89.65,-0.34,806.15,-0.03
1994-06-27,4.2,384.7,-1.64,5.243,-2.85,7.168,-0.62,89.96,0.02,806.4,-0.02
1994-06-24,4.2,391.1,0.36,5.397,0.28,7.213,1.76,89.94,-0.83,806.6,0.07
1994-06-23,4.2,389.7,0.05,5.382,0.26,7.088,-0.38,90.69,-0.07,806.05,0.02
1994-06-22,4.2,389.5,-1.22,5.368,-3.99,7.115,-1.29,90.75,0.61,805.9,-0.17
1994-06-21,4.2,394.3,1.39,5.591,2.21,7.208,0.81,90.2,-0.64,807.25,-0.3
1994-06-20,4.2,388.9,-0.69,5.47,-2.09,7.15,0.31,90.78,-0.39,809.7,0.24
1994-06-17,4.2,391.6,1.61,5.587,2.49,7.128,1.25,91.14,-1.09,807.75,0.17
1994-06-16,4.2,385.4,-0.36,5.451,-1.12,7.04,-0.69,92.14,0.33,806.35,0
1994-06-15,4.2,386.8,0.68,5.513,2.45,7.089,1.26,91.84,-0.33,806.35,-0.09
1994-06-14,4.2,384.2,0.23,5.381,0.15,7.001,-0.88,92.14,-0.02,807.05,0.01
1994-06-13,4.2,383.3,-0.08,5.373,0.34,7.063,0.63,92.16,-0.89,806.95,0.07
1994-06-10,4.2,383.6,0.13,5.355,-0.15,7.019,0.75,92.99,-0.1,806.4,0.02
1994-06-09,4.2,383.1,0.37,5.363,0.41,6.967,0.13,93.08,-0.15,806.25,0.01
1994-06-08,4.2,381.7,0.16,5.341,1,6.958,0.19,93.22,0.13,806.15,-0.01
1994-06-07,4.2,381.1,0.18,5.288,0.76,6.945,0.43,93.1,-0.37,806.2,0.01
1994-06-06,4.2,380.4,-0.08,5.248,-0.83,6.915,-1.06,93.45,-0.03,806.15,0
1994-06-03,4.2,380.7,-0.91,5.292,-1.43,6.989,-1.05,93.48,0.64,806.15,-0.02
1994-06-02,4.2,384.2,0.18,5.369,0.68,7.063,-0.81,92.89,0.41,806.35,0.02
1994-06-01,4.2,383.5,-0.93,5.333,-3.56,7.121,-0.43,92.51,-0.05,806.15,0.03
1994-05-31,4.2,387.1,0.62,5.53,1.47,7.152,0.51,92.56,0.23,805.9,-0.02
1994-05-27,4.2,384.7,0.23,5.45,0,7.116,0.24,92.35,-0.33,805.95,-0.07
1994-05-26,4.2,383.8,-0.72,5.45,-1.5,7.099,-0.18,92.66,0.12,806.55,0.01
1994-05-25,4.2,386.6,-0.13,5.533,-1.14,7.112,-0.74,92.55,-0.36,806.45,0.04
1994-05-24,4.2,387.1,-0.64,5.597,-2.85,7.165,-0.38,92.88,0.58,806.15,0.01
1994-05-23,4.2,389.6,0.96,5.761,2.33,7.192,2.44,92.34,0.04,806.05,0
1994-05-20,4.2,385.9,1.18,5.63,2.1,7.021,0.95,92.3,-0.41,806.05,-0.08
1994-05-19,4.2,381.4,-0.16,5.514,-0.56,6.955,-0.94,92.68,0.12,806.7,0.05
1994-05-18,4.2,382,0.16,5.545,0.67,7.021,-0.37,92.57,-1.01,806.3,0
1994-05-17,4.2,381.4,-0.42,5.508,-0.99,7.047,-2.56,93.51,-0.06,806.3,0.02
1994-05-16,4.2,383,0.6,5.563,3.02,7.232,-0.67,93.57,0.18,806.15,0.01
1994-05-13,4.2,380.7,0.21,5.4,0.75,7.281,-1.03,93.4,0.19,806.05,0.06
1994-05-12,4.2,379.9,-0.5,5.36,-1.36,7.357,-1.08,93.22,-0.29,805.6,-0.02
1994-05-11,4.2,381.8,0.79,5.434,2.9,7.437,1.65,93.49,-0.17,805.75,-0.01
1994-05-10,4.2,378.8,-0.63,5.281,-2.37,7.316,-2.27,93.65,1.1,805.85,-0.18
1994-05-09,4.2,381.2,-0.57,5.409,-0.48,7.486,1.81,92.63,-0.26,807.3,-0.03
1994-05-06,4.2,383.4,2.62,5.435,6.42,7.353,3.37,92.87,-0.32,807.55,0.18
1994-05-05,4.2,373.6,-0.8,5.107,-1.31,7.113,-0.06,93.17,0.62,806.1,0
1994-05-04,4.2,376.6,0.27,5.175,-1.18,7.117,0,92.6,0.89,806.1,0.02
1994-05-03,4.2,375.6,-0.16,5.237,-1.15,7.117,0.34,91.78,-0.56,805.95,-0.16
1994-05-02,4.2,376.2,-0.11,5.298,-0.75,7.093,0.74,92.3,0.04,807.25,-0.06
1994-04-29,4.2,376.6,0.27,5.338,1.87,7.041,0.63,92.26,-0.38,807.7,0.06
1994-04-28,4.2,375.6,0.45,5.24,1.3,6.997,2.45,92.61,-1,807.25,0.02
1994-04-26,4.2,373.9,0.13,5.173,0.88,6.829,-0.54,93.55,-0.36,807.05,-0.01
1994-04-25,4.2,373.4,0.76,5.128,0.61,6.866,-0.94,93.89,-0.35,807.1,0.01
1994-04-22,4.2,370.6,-0.67,5.097,-2.49,6.931,0.41,94.22,-0.06,807.05,-0.02
1994-04-21,4.2,373.1,0.24,5.227,-0.44,6.903,-1.85,94.28,0.02,807.25,0.02
1994-04-20,4.2,372.2,0.19,5.25,0.85,7.033,-0.8,94.26,-0.56,807.05,-0.11
1994-04-19,4.2,371.5,-1.41,5.206,-1.03,7.09,-0.78,94.79,-0.18,807.95,-0.07
1994-04-18,4.2,376.8,-0.24,5.26,0.54,7.146,2.7,94.96,-0.3,808.55,-0.07
1994-04-15,4.2,377.7,-0.24,5.232,-1.41,6.958,-0.06,95.25,0.13,809.15,0.01
1994-04-14,4.2,378.6,0.11,5.307,0,6.962,0.48,95.13,0.22,809.1,-0.06
1994-04-13,4.2,378.2,-0.08,5.307,0.19,6.929,0.74,94.92,-0.42,809.55,-0.09
1994-04-12,4.2,378.5,0.16,5.297,0.76,6.878,-0.39,95.32,0.14,810.25,-0.04
1994-04-11,4.2,377.9,-1.64,5.257,-4.1,6.905,-0.39,95.19,-0.34,810.6,-0.02
1994-04-08,4.2,384.2,0.08,5.482,0.66,6.932,0.87,95.51,-0.05,810.75,0.02
1994-04-07,4.2,383.9,-0.26,5.446,-0.95,6.872,-0.59,95.56,-0.09,810.55,0.15
1994-04-06,4.2,384.9,0.13,5.498,-0.79,6.913,-0.4,95.65,-0.16,809.35,-0.04
1994-04-05,4.2,384.4,-0.49,5.542,-0.65,6.941,-2.83,95.8,1.07,809.65,0
1994-04-04,4.2,386.3,-1.4,5.578,-3.34,7.143,4.8,94.79,1.3,809.65,0.16
1994-03-31,4.2,391.8,1.48,5.771,2.58,6.738,-0.43,93.57,-0.45,807.15,0.01
1994-03-30,4.2,386.1,0.03,5.626,-0.28,6.767,0.64,93.99,-0.31,807.1,0.05
1994-03-29,4.2,386,-0.52,5.642,-0.65,6.724,1.59,94.28,0.26,806.7,-0.17
1994-03-28,4.2,388,-0.77,5.679,-1.76,6.619,-0.27,94.04,0.03,808.1,-0.14
1994-03-25,4.2,391,-0.15,5.781,0.98,6.637,1.24,94.01,-0.11,809.25,0.15
1994-03-24,4.2,391.6,1.19,5.725,1.67,6.556,0.97,94.11,-0.54,808.05,0.01
1994-03-23,4.2,387,-0.57,5.631,0.68,6.493,0.96,94.62,-0.19,807.95,-0.04
1994-03-22,4.2,389.2,0.88,5.593,3.19,6.431,-1.97,94.8,-0.16,808.3,0.11
1994-03-21,4.2,385.8,-0.34,5.42,0.13,6.56,0.89,94.95,-0.26,807.4,0.08
1994-03-18,4.2,387.1,1.23,5.413,1.1,6.502,1.53,95.2,0.36,806.75,0.01
1994-03-17,4.2,382.4,-0.65,5.354,-0.43,6.404,0.55,94.86,0.66,806.65,0.05
1994-03-16,4.2,384.9,-0.52,5.377,-1.56,6.369,-1.23,94.24,-0.36,806.25,0
1994-03-15,4.2,386.9,0.13,5.462,0.28,6.448,-0.48,94.58,0.34,806.25,-0.03
1994-03-14,4.2,386.4,0.29,5.447,1.3,6.479,0.45,94.26,0.37,806.5,0.06
1994-03-11,4.2,385.3,-0.52,5.377,-0.35,6.45,-0.37,93.91,0.17,806.05,-0.11
1994-03-10,4.2,387.3,2.14,5.396,1.54,6.474,1.81,93.75,-1.16,806.9,-0.18
1994-03-09,4.2,379.2,0.66,5.314,2.07,6.359,0.06,94.85,-0.27,808.35,0.01
1994-03-08,4.2,376.7,0.21,5.206,0.58,6.355,0.67,95.11,-0.16,808.25,0.03
1994-03-07,4.2,375.9,-0.45,5.176,-1.2,6.313,-0.77,95.26,0.01,808,0.15
1994-03-04,4.2,377.6,0.08,5.239,-0.04,6.362,0.33,95.25,0.69,806.8,-0.01
1994-03-03,4.2,377.3,-0.13,5.241,-0.66,6.341,1.33,94.6,0,806.85,0.04
1994-03-02,4.2,377.8,-0.13,5.276,0.06,6.258,-0.32,94.6,-0.25,806.55,-0.16
1994-03-01,4.2,378.3,-0.81,5.273,-1.55,6.278,2.36,94.84,0.18,807.85,0
1994-02-28,4.2,381.4,0.74,5.356,2.49,6.133,-0.9,94.67,-0.2,807.85,-0.16
1994-02-25,4.2,378.6,0.56,5.226,1.04,6.189,-0.27,94.86,-0.35,809.15,0.14
1994-02-24,4.2,376.5,-0.32,5.172,-1.09,6.206,1.26,95.19,-0.34,808.05,-0.02
1994-02-23,4.2,377.7,-0.08,5.229,0.31,6.129,1.39,95.51,0.1,808.25,-0.05
1994-02-22,4.2,378,-0.6,5.213,0.73,6.045,-0.61,95.41,0.77,808.65,-0.06
1994-02-18,4.2,380.3,-0.65,5.175,-1.05,6.082,1.54,94.68,-0.68,809.95,-0.02
1994-02-17,4.2,382.8,-0.21,5.23,-0.83,5.99,1.66,95.33,-0.01,810.15,-0.05
1994-02-16,4.2,383.6,-0.05,5.274,0.36,5.892,0.36,95.34,-0.09,810.55,-0.04
1994-02-15,4.2,383.8,-0.03,5.255,-1.65,5.871,-0.39,95.43,0.44,810.85,-0.09
1994-02-14,4.2,383.9,1.03,5.343,1.81,5.894,0.26,95.01,-1.98,811.6,0.07
1994-02-11,4.2,380,-0.52,5.248,-1.2,5.879,-0.74,96.93,0.08,811.05,0
1994-02-10,4.2,382,-0.52,5.312,-0.28,5.923,0.03,96.85,-0.25,811.05,0
1994-02-09,4.2,384,0.44,5.327,1.25,5.921,-0.85,97.09,-0.22,811.05,0
1994-02-08,4.2,382.3,0.9,5.261,0.59,5.972,0.9,97.3,0.36,811.05,0.22
1994-02-07,4.2,378.9,-1.99,5.23,-3.45,5.919,0.7,96.95,-0.23,809.25,0.2
1994-02-04,4.2,386.6,-0.18,5.417,-0.88,5.878,1.85,97.17,1.01,807.6,0.01
1994-02-03,4.2,387.3,0.68,5.465,2.44,5.771,1.12,96.2,0.37,807.55,-0.01
1994-02-02,4.2,384.7,0.16,5.335,1.06,5.707,-0.59,95.85,0,807.65,-0.02
1994-02-01,4.2,384.1,0.66,5.279,3.02,5.741,1.7,95.85,-0.13,807.85,-0.02
1994-01-31,4.2,381.6,1.25,5.124,2.32,5.645,0.2,95.97,-0.6,808.05,-0.01
1994-01-28,4.2,376.9,-0.13,5.008,0.83,5.634,-0.72,96.55,0.85,808.15,0
1994-01-27,4.2,377.4,-1.85,4.967,-3.05,5.675,-0.67,95.74,-0.91,808.15,-0.05
1994-01-26,4.2,384.5,0.81,5.123,0.69,5.713,-0.42,96.62,-0.37,808.55,-0.06
1994-01-25,4.2,381.4,0.08,5.088,-0.35,5.737,0.61,96.98,-0.07,809.05,0
1994-01-24,4.2,381.1,-0.08,5.106,0.08,5.702,0.74,97.05,-0.12,809.05,-0.06
1994-01-21,4.2,381.4,-1.57,5.102,-2.89,5.66,-0.07,97.17,0.56,809.55,-0.11
1994-01-20,4.2,387.5,-1.22,5.254,-1.35,5.664,-0.77,96.63,-0.36,810.45,0.01
1994-01-19,4.2,392.3,-0.2,5.326,0,5.708,0.21,96.98,0.11,810.35,-0.1
1994-01-18,4.2,393.1,0.38,5.326,0.32,5.696,-0.82,96.87,-0.61,811.2,-0.15
1994-01-17,4.2,391.6,0.54,5.309,1.9,5.743,0.42,97.46,0.15,812.4,0.08
1994-01-14,4.2,389.5,-0.13,5.21,0.58,5.719,0.86,97.31,-0.05,811.75,0.09
1994-01-13,4.2,390,0.96,5.18,2.07,5.67,1.94,97.36,0.58,811,0
1994-01-12,4.2,386.3,-0.44,5.075,-0.67,5.562,-1.01,96.8,-0.48,811,-0.02
1994-01-11,4.2,388,0.78,5.109,1.47,5.619,-0.34,97.27,0.22,811.2,-0.04
1994-01-10,4.2,385,-0.36,5.035,0.74,5.638,-0.23,97.06,0.37,811.55,-0.24
1994-01-07,4.2,386.4,-0.72,4.998,-2.17,5.651,-2.59,96.7,-0.8,813.5,0.02
1994-01-06,4.2,389.2,-0.49,5.109,1.07,5.801,-1.24,97.48,0.16,813.3,0.12
1994-01-05,4.2,391.1,-0.76,5.055,-2.79,5.874,0.53,97.32,0.05,812.35,0.26
1994-01-04,4.2,394.1,0.1,5.2,-0.38,5.843,-0.97,97.27,-0.46,810.25,0.23
1994-01-03,4.2,393.7,0.74,5.22,2.61,5.9,1.95,97.72,0.27,808.4,0.15
1993-12-31,3.02,390.8,0,5.087,0.14,5.787,1.63,97.46,0.25,807.15,-0.05
1993-12-30,3.02,390.8,0.72,5.087,0.14,5.787,1.63,97.46,0.25,807.55,-0.09
1993-12-29,3.02,388,0.15,5.08,0,5.694,0,97.22,1.45,808.3,0.01
1993-12-28,3.02,387.4,-0.13,5.08,-0.31,5.694,0.16,95.83,-0.15,808.25,0.02
1993-12-27,3.02,387.9,0.54,5.096,1.21,5.685,-0.07,95.97,0.68,808.05,0.04
1993-12-23,3.02,385.8,-0.05,5.035,-0.06,5.689,-0.3,95.32,-0.53,808.15,-0.22
1993-12-22,3.02,386,-0.49,5.038,-0.49,5.706,-1.87,95.83,-0.62,809.9,-0.17
1993-12-21,3.02,387.9,-0.36,5.063,-0.88,5.815,0.1,96.43,-0.18,811.25,-0.06
1993-12-20,3.02,389.3,0.49,5.108,1.81,5.809,0.75,96.6,0.08,811.75,0.14
1993-12-17,3.02,387.4,0.36,5.017,0.1,5.766,-0.77,96.52,0.03,810.65,0.06
1993-12-16,3.02,386,-0.36,5.012,-1.45,5.811,0.19,96.49,0.6,810.15,-0.04
1993-12-15,3.02,387.4,0.1,5.086,0,5.8,-0.19,95.91,0.1,810.45,-0.02
1993-12-14,3.02,387,0,5.086,-0.8,5.811,0.87,95.81,0.29,810.65,0.02
1993-12-13,3.02,387,0.99,5.127,2.07,5.761,0.58,95.53,0.49,810.5,0.17
1993-12-10,3.02,383.2,0.16,5.023,1.27,5.728,1.36,95.06,-0.3,809.15,-0.02
1993-12-09,3.02,382.6,-0.31,4.96,-0.3,5.651,-0.53,95.35,0.12,809.3,0.02
1993-12-08,3.02,383.8,1.7,4.975,1.41,5.681,-0.04,95.24,0.09,809.15,-0.04
1993-12-07,3.02,377.4,0.4,4.906,1.85,5.683,-0.04,95.15,0.15,809.45,0.07
1993-12-06,3.02,375.9,-0.24,4.817,0.12,5.685,-1.15,95.01,-1.2,808.9,-0.02
1993-12-03,3.02,376.8,0.8,4.811,4.29,5.751,-0.69,96.16,-0.47,809.05,-0.02
1993-12-02,3.02,373.8,-0.27,4.613,-0.75,5.791,0.29,96.61,-0.02,809.25,0.16
1993-12-01,3.02,374.8,1.35,4.648,5.16,5.774,-0.74,96.63,0.21,807.95,-0.02
1993-11-30,3.02,369.8,0.11,4.42,-0.56,5.817,1.34,96.43,0.32,808.1,0.06
1993-11-29,3.02,369.4,-2.07,4.445,-4.26,5.74,-0.07,96.12,0.27,807.6,-0.01
1993-11-24,3.02,377.2,-0.03,4.643,-0.34,5.803,-1.04,95.86,-0.09,807.75,0.07
1993-11-23,3.02,377.3,-0.26,4.659,-0.66,5.864,-0.12,95.95,-0.15,807.15,0.04
1993-11-22,3.02,378.3,0.08,4.69,-0.21,5.871,0.79,96.09,-0.41,806.8,0.08
1993-11-19,3.02,378,0.43,4.7,0.62,5.825,2.16,96.49,0.48,806.15,-0.02
1993-11-18,3.02,376.4,-0.11,4.671,1.59,5.702,1.19,96.03,0.57,806.35,-0.19
1993-11-17,3.02,376.8,0.72,4.598,0.94,5.635,0.18,95.49,-0.19,807.85,0.02
1993-11-16,3.02,374.1,-0.29,4.555,0.11,5.625,-0.39,95.67,0.38,807.65,0.07
1993-11-15,3.02,375.2,0.56,4.55,0.95,5.647,0.02,95.31,0.59,807.05,0.1
1993-11-12,3.02,373.1,-0.72,4.507,-0.92,5.646,-0.98,94.75,-0.7,806.25,0.12
1993-11-11,3.02,375.8,-0.27,4.549,-0.42,5.702,0.48,95.42,0.18,805.3,-0.09
1993-11-10,3.02,376.8,0.21,4.568,1.11,5.675,0.92,95.25,-0.37,806.05,-0.12
1993-11-09,3.02,376,0.32,4.518,0.65,5.623,-0.44,95.6,0.63,807.05,-0.02
1993-11-08,3.02,374.8,-0.61,4.489,-0.2,5.648,-1.4,95,-0.27,807.25,0.02
1993-11-05,3.02,377.1,1.45,4.498,2.83,5.728,0.67,95.26,-0.39,807.05,-0.01
1993-11-04,3.02,371.7,1.23,4.374,1.74,5.69,0.99,95.63,0.2,807.15,0.01
1993-11-03,3.02,367.2,1.24,4.299,2.8,5.634,0.54,95.44,-0.53,807.05,-0.03
1993-11-02,3.02,362.7,0.42,4.182,-0.78,5.604,2.36,95.95,0.21,807.3,-0.02
1993-11-01,3.02,361.2,-2.03,4.215,-3.21,5.475,1.01,95.75,0.05,807.5,-0.06
1993-10-29,3.02,368.7,-0.11,4.355,-0.43,5.42,-0.77,95.7,0.76,807.95,-0.09
1993-10-28,3.02,369.1,-0.11,4.374,-1.58,5.462,1.2,94.98,-0.41,808.65,-0.06
1993-10-27,3.02,369.5,0.08,4.444,1.41,5.397,0.09,95.37,0.07,809.1,-0.04
1993-10-26,3.02,369.2,-0.05,4.382,-0.5,5.392,-0.53,95.3,-0.05,809.45,0.04
1993-10-25,3.02,369.4,-0.22,4.404,-0.79,5.421,0.37,95.35,0.26,809.15,0.01
1993-10-22,3.02,370.2,-0.4,4.439,-1.64,5.401,1.29,95.1,0.31,809.05,0
1993-10-21,3.02,371.7,-0.27,4.513,-0.27,5.332,1.97,94.81,0.99,809.05,-0.01
1993-10-20,3.02,372.7,0.98,4.525,2.56,5.229,-0.19,93.88,-0.18,809.15,-0.03
1993-10-19,3.02,369.1,0.22,4.412,0.11,5.239,-0.23,94.05,-0.02,809.4,0
1993-10-18,3.02,368.3,0.93,4.407,1.61,5.251,1.94,94.07,0.91,809.4,-0.07
