datetime,US_interest_rate,Gold_Price,Gold_Change,Silver_Price,Silver_Change,US_10_year_rate,10_year_rate_Change,DollarIndex,DollarIndex_Change,USD_KRW_Price,USD_KRW_Change
2020-05-08,1,1735.2,-0.49,16.045,1.19,0.6847,7.1,99.769,-0.14,1219.8,-0.03
2020-05-07,1,1743.7,2.31,15.857,3.7,0.6393,-9.88,99.906,-0.23,1220.11,-0.77
2020-05-06,1,1704.4,-1.37,15.291,-0.55,0.7094,7.18,100.136,0.37,1229.55,0.57
2020-05-05,1,1728,0.12,15.376,2,0.6619,4.98,99.762,0.2,1222.57,-0.13
2020-05-04,1,1725.9,0.81,15.074,0.69,0.6305,2.01,99.567,0.47,1224.18,-0.06
2020-05-01,1,1712,0.42,15.249,-0.12,0.6181,-4.26,99.1,0.07,1224.93,0.91
2020-04-30,1,1704.9,-1.02,15.268,-1.83,0.6456,2.72,99.028,-0.62,1213.94,0.23
2020-04-29,1,1722.4,-0.51,15.552,0.1,0.6285,2.01,99.644,-0.29,1211.1,-0.88
2020-04-28,1,1731.2,-0.01,15.536,0.45,0.6161,-7.17,99.934,-0.16,1221.81,-0.05
2020-04-27,1,1731.4,-0.59,15.467,0.66,0.6637,9.61,100.097,-0.34,1222.45,-0.66
2020-04-24,1,1741.7,-0.53,15.557,-0.52,0.6055,0.4,100.434,-0.1,1230.62,-0.24
2020-04-23,1,1751,0.43,15.638,0.13,0.6031,-2.33,100.535,0.01,1233.54,-0.04
2020-04-22,1,1743.5,3.04,15.617,3.48,0.6175,9.12,100.528,0.15,1234.05,0.04
2020-04-21,1,1692.1,-1.35,15.092,-4.78,0.5659,-8.18,100.374,0.32,1233.56,1.06
2020-04-20,1,1715.3,0.74,15.85,3.97,0.6163,-4.2,100.058,0.22,1220.62,0.36
2020-04-17,1,1702.7,-1.94,15.565,-2.21,0.6417,3.95,99.836,-0.26,1216.24,-1.04
2020-04-16,1,1736.3,-0.48,15.916,0.7,0.6173,-2.76,100.1,0.62,1228.98,0.35
2020-04-15,1,1744.7,-1.5,15.806,-4.21,0.6348,-15.41,99.486,0.61,1224.72,1.01
2020-04-14,1,1771.2,0.48,16.501,3.64,0.7504,-2.51,98.885,-0.45,1212.5,-0.28
2020-04-13,1,1762.7,1.27,15.922,1,0.7697,6.11,99.336,-0.17,1215.96,0.36
2020-04-10,1,1740.6,-0.74,15.915,-3.22,0.7286,-5.45,99.504,-0.66,1211.55,0.04
2020-04-09,1,1753.6,4.13,16.444,6.13,0.7286,-5.45,99.504,-0.66,1211.08,-0.43
2020-04-08,1,1684.1,0.02,15.494,-1.23,0.7706,6.08,100.17,0.26,1216.26,0.07
2020-04-07,1,1683.7,-0.56,15.687,2.3,0.7264,7.19,99.914,-0.83,1215.43,-0.75
2020-04-06,1,1693.1,2.83,15.335,5.54,0.6777,10.46,100.755,0.08,1224.64,-0.97
2020-04-03,1,1646.5,0.46,14.684,-1.2,0.5994,-1.91,100.677,0.4,1236.61,0.71
2020-04-02,1,1638.9,2.91,14.863,4.94,0.6111,1.53,100.271,0.52,1227.85,-0.72
2020-04-01,1,1592.5,-0.32,14.164,-1.17,0.6019,-9.88,99.753,0.67,1236.7,1.47
2020-03-31,1,1597.6,-2.83,14.331,0.06,0.6679,-8.05,99.092,-0.19,1218.8,-0.48
2020-03-30,1,1644.1,-0.66,14.322,-1.59,0.7264,9.2,99.281,0.76,1224.71,0.99
2020-03-27,1,1655,-0.42,14.7,-0.51,0.6762,-20.25,98.537,-0.92,1212.73,-0.06
2020-03-26,1,1662,1.76,14.775,-1.15,0.8479,-2.41,99.453,-1.53,1213.4,-1.59
2020-03-25,1,1633.3,-1.79,14.947,4.01,0.8688,1.28,100.997,-1.22,1233,-0.1
2020-03-24,1,1663,5.16,14.371,7.03,0.8578,12.48,102.247,-0.96,1234.21,-3.05
2020-03-23,1,1581.4,5.77,13.427,7.98,0.7626,-3.82,103.24,-0.25,1273,1.44
2020-03-20,1,1495.1,0.38,12.523,1.94,0.8853,-23.58,103.502,-0.1,1254.95,-0.27
2020-03-19,1,1489.4,0.15,12.285,3.11,1.1585,-2.07,103.605,2.03,1258.36,0.15
2020-03-18,1,1487.1,-3.06,11.915,-5.74,1.183,10.66,101.543,1.74,1256.5,1.35
2020-03-17,1,1534.1,2.7,12.64,-2.45,1.069,44.46,99.804,1.59,1239.76,0.56
2020-03-16,1,1493.8,-2.04,12.958,-12.33,0.74,8.71,98.24,-0.53,1232.87,1.74
2020-03-13,1,1524.9,-4.62,14.658,-9.43,0.983,21.06,98.764,1.33,1211.78,0.05
2020-03-12,1,1598.8,-3.15,16.184,-4.62,0.812,-7.41,97.464,1.01,1211.21,1.55
2020-03-11,1,1650.8,-1.09,16.968,-1.07,0.877,9.62,96.492,0.11,1192.71,0.59
2020-03-10,1,1669,-0.9,17.151,-0.59,0.8,43.11,96.389,1.6,1185.75,-1.26
2020-03-09,1,1684.1,0.07,17.252,-1.37,0.559,11.24,94.87,-1.11,1200.94,1.02
2020-03-06,1,1683,0.15,17.505,-0.89,0.773,-15.7,95.934,-0.88,1188.8,0
2020-03-05,1,1680.4,1.44,17.663,0.75,0.917,-13.08,96.79,-0.53,1188.82,0.3
2020-03-04,1,1656.5,-0.14,17.532,0.2,1.055,5.61,97.307,0.19,1185.23,0.36
2020-03-03,1,1658.8,3.05,17.497,2.56,0.999,-13.28,97.122,-0.2,1181,-0.73
2020-03-02,1,1609.7,1.65,17.06,2.99,1.152,4.45,97.319,-0.78,1189.71,-0.88
2020-02-28,1,1583.6,-4.68,16.811,-7.2,1.163,-8.71,98.081,-0.39,1200.32,-1.02
2020-02-27,1,1661.4,-0.09,18.116,-0.96,1.274,-4.57,98.461,-0.48,1212.68,-0.01
2020-02-26,1,1662.9,-0.44,18.292,-1.91,1.335,-1.48,98.938,0.04,1212.81,-0.27
2020-02-25,1,1670.2,-1.59,18.649,-3.57,1.355,-1.17,98.901,-0.39,1216.04,-0.26
2020-02-24,1,1697.1,1.68,19.339,3.71,1.371,-6.92,99.284,0.1,1219.17,1
2020-02-21,1,1669.1,1.72,18.993,1.11,1.473,-3.03,99.188,-0.59,1207.07,0.15
2020-02-20,1,1640.8,0.53,18.785,0.05,1.519,-3.12,99.776,0.18,1205.21,1.02
2020-02-19,1,1632.2,0.5,18.776,0.89,1.568,0.58,99.597,0.27,1193,0.16
2020-02-18,1,1624,2.33,18.611,4.63,1.559,-1.2,99.333,0.33,1191.04,0.48
2020-02-17,1,1587.05,0.05,17.788,0.4,1.578,-0.63,99.003,0,1185.36,0.16
2020-02-16,1,1586.25,-1.29,17.718,-2.61,1.588,-1.91,99.003,0.05,1183.46,-0.09
2020-02-14,1,1606.9,0.46,18.192,0.61,1.588,-1.91,99.003,0.05,1183.46,-0.09
2020-02-13,1,1599.6,0.45,18.081,0.68,1.619,-1.1,98.958,0.04,1184.58,0.43
2020-02-12,1,1592.4,0.08,17.958,-0.55,1.637,2.18,98.922,0.33,1179.51,-0.23
2020-02-11,1,1591.1,-0.6,18.057,-1.06,1.602,2.5,98.594,-0.12,1182.25,-0.5
2020-02-10,1,1600.7,0.36,18.251,2.96,1.563,0.23,98.714,0.15,1188.17,-0.35
2020-02-07,1,1595,0.21,18.159,-0.71,1.582,-3.77,98.571,0.19,1192.39,0.52
2020-02-06,1,1591.7,0.44,18.289,1.19,1.644,-0.3,98.381,0.23,1186.28,0.16
2020-02-05,1,1584.7,0.46,18.074,0.27,1.649,2.87,98.158,0.36,1184.4,0.04
2020-02-04,1,1577.5,-1.65,18.025,-0.59,1.603,5.05,97.809,0.19,1183.9,-0.58
2020-02-03,1,1604,-0.34,18.132,0.36,1.526,0.71,97.625,0.42,1190.79,-0.43
2020-01-31,1,1609.4,-0.08,18.472,0.09,1.505,-5.41,97.213,-0.5,1195.97,0.62
2020-01-30,1,1610.7,0.8,18.456,2.79,1.591,0.63,97.706,-0.12,1188.64,0.76
2020-01-29,1,1597.9,0.06,17.955,0.16,1.581,-4.82,97.819,-0.02,1179.68,0.3
2020-01-28,1,1596.9,-0.48,17.926,-3.23,1.661,2.98,97.835,0.07,1176.11,-0.14
2020-01-27,1,1604.6,0.35,18.524,1.68,1.613,-0.96,97.767,0.12,1177.7,0.64
2020-01-24,1,1599,0.43,18.586,1.55,1.686,-2.6,97.65,0.17,1170.2,0.06
2020-01-23,1,1592.1,0.54,18.303,0.01,1.731,-2.15,97.484,0.19,1169.54,0.32
2020-01-22,1,1583.5,-0.08,18.302,0.1,1.769,-0.28,97.295,0,1165.76,-0.36
2020-01-21,1,1584.7,1.5,18.283,1.16,1.774,-2.7,97.294,-0.07,1170.01,0.9
2020-01-20,1,1561.25,0.27,18.073,0.17,1.8232,-0.1,97.359,0,1159.61,-0.16
2020-01-19,1,1557.05,-1.9,18.043,-2.75,1.825,0.88,97.359,0.31,1161.44,0.06
2020-01-17,1,1587.2,0.65,18.554,0.72,1.825,0.88,97.359,0.31,1161.44,0.06
2020-01-16,1,1576.9,-0.22,18.421,-0.27,1.809,1.29,97.062,0.11,1160.73,0.16
2020-01-15,1,1580.3,0.58,18.47,1.35,1.786,-1.49,96.96,-0.14,1158.91,0.06
2020-01-14,1,1571.2,-0.4,18.224,-1.42,1.813,-1.89,97.094,0.04,1158.2,0.28
2020-01-13,1,1577.5,-0.6,18.486,2.26,1.848,1.56,97.06,-0.02,1154.95,-0.35
2020-01-10,1,1587,0.35,18.593,0.93,1.82,-1.89,97.078,-0.09,1158.97,-0.06
2020-01-09,1,1581.4,-0.35,18.421,-1.23,1.855,-1.01,97.162,0.17,1159.72,-0.23
2020-01-08,1,1587,-0.89,18.651,-1.19,1.874,3.48,96.996,0.3,1162.41,-0.5
2020-01-07,1,1601.3,0.33,18.876,1.15,1.811,0.11,96.702,0.37,1168.3,0.06
2020-01-06,1,1596.1,1.04,18.662,2.47,1.809,2.37,96.35,-0.18,1167.56,0.14
2020-01-03,1,1579.6,1.57,18.633,0.56,1.793,-4.48,96.521,0,1165.95,0.69
2020-01-02,1,1555.2,2.25,18.53,3.3,1.877,-2.29,96.525,0.49,1157.94,0.25
2020-01-01,1,1520.95,-1.91,17.938,-2.53,1.921,0.1,96.058,-0.36,1155.02,0
2019-12-31,2.16,1550.6,0.34,18.404,-0.43,1.919,1.75,96.058,-0.36,1155.07,-0.25
2019-12-30,2.16,1545.4,0.06,18.484,3.39,1.886,0.67,96.407,-0.14,1157.97,-0.15
2019-12-27,2.16,1544.4,0.27,18.42,-0.27,1.877,-0.9,96.546,-0.59,1159.68,-0.23
2019-12-26,2.16,1540.3,2.41,18.469,3.57,1.894,-0.66,97.115,-0.14,1162.3,0.13
2019-12-25,2.16,1504.05,-1.73,17.832,-2.74,1.9066,0.19,97.251,0.02,1160.76,-0.24
2019-12-24,2.16,1530.5,1.06,18.335,1.97,1.903,-1.3,97.251,0.02,1163.52,-0.04
2019-12-23,2.16,1514.4,0.53,17.981,4.26,1.928,0.39,97.235,-0.04,1164.04,0.4
2019-12-20,2.16,1506.4,-0.24,17.706,0.4,1.919,-0.16,97.274,0.33,1159.4,-0.33
2019-12-19,2.16,1510,0.38,17.636,0.59,1.922,0,96.955,-0.01,1163.27,-0.29
2019-12-18,2.16,1504.3,-0.17,17.532,-0.13,1.922,2.51,96.963,0.19,1166.66,0.22
2019-12-17,2.16,1506.8,0.01,17.554,-0.23,1.875,0.11,96.777,-0.19,1164.15,-0.37
2019-12-16,2.16,1506.7,-0.01,17.595,3.6,1.873,2.18,96.965,-0.21,1168.48,-0.66
2019-12-13,2.16,1506.9,0.63,17.499,0.33,1.824,-3.8,97.171,-0.22,1176.21,0.28
2019-12-12,2.16,1497.5,-0.17,17.442,0.59,1.896,5.74,97.384,0.34,1172.89,-1.41
2019-12-11,2.16,1500.1,0.46,17.34,0.83,1.793,-2.66,97.056,-0.34,1189.61,-0.07
2019-12-10,2.16,1493.2,0.23,17.197,0.37,1.842,1.15,97.385,-0.23,1190.49,-0.01
2019-12-09,2.16,1489.8,-0.01,17.134,2.99,1.821,-1.21,97.609,-0.05,1190.55,0.37
2019-12-06,2.16,1489.9,-1.17,17.094,-2.68,1.843,1.88,97.661,0.3,1186.21,-0.23
2019-12-05,2.16,1507.5,0.2,17.564,0.72,1.809,1.74,97.371,-0.24,1188.92,-0.2
2019-12-04,2.16,1504.5,-0.27,17.439,-1.94,1.778,3.55,97.602,-0.08,1191.32,0.11
2019-12-03,2.16,1508.6,1.04,17.784,1.58,1.717,-5.76,97.681,-0.11,1190.06,0.36
2019-12-02,2.16,1493.1,-0.23,17.507,2.61,1.822,1.52,97.791,-0.42,1185.78,0.35
2019-11-29,2.16,1496.6,2.35,17.626,3.49,1.774,-0.2,98.202,-0.09,1181.7,0.24
2019-11-28,2.16,1462.25,-1.49,17.032,-3.03,1.7775,0.59,98.288,0,1178.82,0.16
2019-11-27,2.16,1484.4,-0.44,17.565,-0.69,1.767,1.49,98.288,0.12,1176.97,0.31
2019-11-26,2.16,1491,0.19,17.687,0.95,1.741,-0.63,98.17,-0.07,1173.32,-0.05
2019-11-25,2.16,1488.1,-0.42,17.52,2.87,1.752,-1.53,98.238,0.06,1173.9,-0.54
2019-11-22,2.16,1494.4,0.03,17.624,-0.35,1.771,-0.28,98.176,0.28,1180.33,0.29
2019-11-21,2.16,1494,-0.7,17.686,-0.25,1.776,1.66,97.899,0.09,1176.86,0.52
2019-11-20,2.16,1504.5,-0.02,17.731,-0.03,1.747,-2.18,97.814,0.07,1170.82,0.21
2019-11-19,2.16,1504.8,0.16,17.737,0.67,1.786,-1.6,97.742,0.08,1168.35,0.1
2019-11-18,2.16,1502.4,0.22,17.619,3.87,1.815,-0.49,97.663,-0.21,1167.23,0.31
2019-11-15,2.16,1499.1,-0.33,17.576,-0.49,1.836,0.77,97.871,-0.15,1163.65,-0.46
2019-11-14,2.16,1504,0.68,17.663,0.63,1.822,-3.65,98.019,-0.21,1169.08,-0.21
2019-11-13,2.16,1493.9,0.65,17.552,1.27,1.891,-1.92,98.23,0.08,1171.51,0.43
2019-11-12,2.16,1484.2,-0.26,17.332,-0.68,1.928,0.29,98.151,0.12,1166.53,0.09
2019-11-11,2.16,1488,-0.55,17.45,3.86,1.9225,-1.16,98.033,-0.17,1165.45,0.58
2019-11-08,2.16,1496.3,-0.09,17.47,-1.12,1.945,0.83,98.201,0.22,1158.76,0.3
2019-11-07,2.16,1497.7,-1.72,17.667,-3.22,1.929,5.41,97.989,0.23,1155.31,-0.54
2019-11-06,2.16,1523.9,0.62,18.254,0.19,1.83,-1.45,97.764,-0.04,1161.58,0.41
2019-11-05,2.16,1514.5,-1.76,18.22,-2.69,1.857,4.33,97.805,0.45,1156.82,-0.53
2019-11-04,2.16,1541.6,0.02,18.724,3.32,1.78,3.86,97.366,0.33,1162.95,-0.16
2019-11-01,2.16,1541.3,-0.17,18.701,0.01,1.714,1.54,97.041,-0.12,1164.8,-0.46
2019-10-31,2.16,1544,1.15,18.699,1.16,1.688,-4.9,97.154,-0.29,1170.24,0.41
2019-10-30,2.16,1526.5,0.39,18.484,0.2,1.775,-3.38,97.439,-0.03,1165.41,-0.18
2019-10-29,2.16,1520.6,-0.34,18.447,-0.24,1.837,-0.43,97.469,-0.06,1167.55,-0.09
2019-10-28,2.16,1525.8,-0.61,18.491,2.55,1.845,2.23,97.524,-0.08,1168.61,-0.27
2019-10-25,2.16,1535.1,0.08,18.534,0.68,1.8,1.64,97.599,0.2,1171.82,-0.29
2019-10-24,2.16,1533.9,0.59,18.408,1.27,1.771,0.17,97.405,0.17,1175.21,0.39
2019-10-23,2.16,1524.9,0.55,18.178,0.49,1.768,0,97.236,-0.02,1170.67,-0.21
2019-10-22,2.16,1516.6,-0.05,18.089,-0.55,1.768,-1.94,97.256,0.21,1173.09,0.05
2019-10-21,2.16,1517.3,-0.37,18.189,3.39,1.803,3.64,97.05,0.04,1172.49,-0.54
2019-10-18,2.16,1523,-0.31,18.162,-0.19,1.754,0.23,97.008,-0.34,1178.91,-0.01
2019-10-17,2.16,1527.8,0.29,18.196,1.06,1.75,0.29,97.335,-0.4,1179.07,-0.63
2019-10-16,2.16,1523.4,0.68,18.005,0.25,1.745,-1.47,97.723,-0.29,1186.51,0.14
2019-10-15,2.16,1513.1,-0.92,17.96,-1.79,1.771,3.26,98.003,-0.17,1184.88,0.02
2019-10-14,2.16,1527.1,0.61,18.288,4.43,1.7151,-1.09,98.17,0.17,1184.7,0.1
2019-10-11,2.16,1517.8,-0.78,18.121,-0.29,1.734,3.83,98.005,-0.41,1183.48,-0.59
2019-10-10,2.16,1529.7,-0.74,18.173,-1.14,1.67,5.23,98.406,-0.41,1190.46,-0.67
2019-10-09,2.16,1541.1,0.6,18.382,0.61,1.587,3.59,98.815,-0.01,1198.5,-0.13
2019-10-08,2.16,1531.9,-0.04,18.271,0.87,1.532,-2.11,98.822,0.16,1200.02,0.22
2019-10-07,2.16,1532.5,-0.53,18.113,2.83,1.565,3.28,98.665,0.18,1197.33,0.43
2019-10-04,2.16,1540.7,-0.04,18.198,-0.26,1.529,-0.33,98.488,-0.05,1192.25,-0.8
2019-10-03,2.16,1541.3,0.29,18.245,-0.1,1.534,-4.18,98.54,-0.15,1201.89,-0.29
2019-10-02,2.16,1536.8,1.24,18.264,2.13,1.601,-2.08,98.689,-0.09,1205.37,0.17
2019-10-01,2.16,1518,1.05,17.883,1.71,1.635,-1.98,98.777,-0.25,1203.37,0.36
2019-09-30,2.16,1502.3,-2.2,17.583,0.03,1.668,-0.92,99.021,0.26,1199.09,-0.32
2019-09-27,2.16,1536.1,-0.58,18.241,-1.42,1.687,-0.59,98.761,0,1202.99,0.21
2019-09-26,2.16,1545,0.19,18.503,-0.88,1.697,-2.3,98.765,0.11,1200.46,0.05
2019-09-25,2.16,1542,-1.79,18.667,-2.88,1.737,5.15,98.659,0.75,1199.82,0.36
2019-09-24,2.16,1570.1,0.54,19.221,-0.46,1.652,-4.12,97.927,-0.3,1195.53,0.04
2019-09-23,2.16,1561.6,1.05,19.31,7,1.723,0.09,98.221,0.09,1195.04,0.08
2019-09-20,2.16,1545.3,0.58,18.451,-0.19,1.722,-3.64,98.136,0.3,1194.13,-0.1
2019-09-19,2.16,1536.4,-0.63,18.486,-0.2,1.787,-0.72,97.847,-0.29,1195.35,0.3
2019-09-18,2.16,1546.1,0.13,18.523,-1.2,1.8,-0.55,98.134,0.32,1191.73,0.35
2019-09-17,2.16,1544.1,0.12,18.748,0.59,1.81,-1.79,97.819,-0.82,1187.62,0.22
2019-09-16,2.16,1542.3,0.76,18.638,4.57,1.843,-3.06,98.627,0.38,1185.02,0.45
2019-09-13,2.16,1530.7,-0.46,18.184,-3.14,1.901,6.92,98.255,-0.05,1179.72,-0.23
2019-09-12,2.16,1537.8,0.35,18.774,0.15,1.778,1.83,98.308,-0.32,1182.44,-0.69
2019-09-11,2.16,1532.4,0.28,18.746,-0.04,1.746,0.11,98.628,0.33,1190.68,-0.07
2019-09-10,2.16,1528.1,-0.75,18.753,0.13,1.744,5.89,98.307,0.06,1191.51,-0.12
2019-09-09,2.16,1539.6,-0.24,18.728,2.52,1.647,5.56,98.248,-0.12,1192.93,0.01
2019-09-06,2.16,1543.3,-0.62,18.676,-3.57,1.56,-0.32,98.362,-0.02,1192.77,-0.44
2019-09-05,2.16,1552.9,-2.17,19.368,-3.63,1.565,6.39,98.382,-0.01,1198.02,-0.55
2019-09-04,2.16,1587.4,0.27,20.098,1.61,1.471,0.62,98.393,-0.56,1204.63,-0.57
2019-09-03,2.16,1583.2,3.13,19.78,6.97,1.462,-2.93,98.949,0.09,1211.54,-0.25
2019-09-02,2.16,1535.15,-0.19,18.492,-0.4,1.5062,0.48,98.86,0,1214.61,0.34
2019-09-01,2.16,1538.05,-1.23,18.567,-1.64,1.499,0.2,98.86,0.41,1210.5,0.11
2019-08-30,2.16,1557.2,-0.43,18.877,0.15,1.499,0.2,98.86,0.41,1210.5,0.11
2019-08-29,2.16,1564,-0.72,18.849,-0.63,1.496,1.91,98.455,0.34,1209.12,-0.34
2019-08-28,2.16,1575.3,-0.17,18.968,0.86,1.468,-0.41,98.12,0.22,1213.29,0.05
2019-08-27,2.16,1578,0.95,18.806,2.8,1.474,-4.16,97.907,-0.08,1212.74,0
2019-08-26,2.16,1563.1,-0.03,18.293,2.7,1.538,4.19,97.989,0.47,1212.74,-0.08
2019-08-23,2.16,1563.5,1.9,18.051,2.1,1.533,-4.96,97.53,-0.54,1213.66,0.27
2019-08-22,2.16,1534.4,-0.46,17.679,-0.61,1.613,1.38,98.064,-0.12,1210.42,0.66
2019-08-21,2.16,1541.5,0.01,17.788,0.03,1.591,2.51,98.179,0.12,1202.44,-0.33
2019-08-20,2.16,1541.3,0.27,17.782,1.2,1.552,-3.48,98.063,-0.16,1206.4,-0.51
2019-08-19,2.16,1537.2,-0.77,17.572,2.96,1.608,2.15,98.221,0.22,1212.62,0.34
2019-08-16,2.16,1549.2,-0.48,17.755,-0.49,1.562,3.99,98.007,0,1208.47,-0.4
2019-08-15,2.16,1556.7,0.17,17.842,-0.39,1.502,-5.12,98.005,0.18,1213.33,-0.29
2019-08-14,2.16,1554,0.86,17.911,1.67,1.583,-6.99,97.826,0.2,1216.86,0.85
2019-08-13,2.16,1540.7,-0.15,17.616,-0.44,1.702,3.78,97.631,0.45,1206.64,-1.03
2019-08-12,2.16,1543,0.55,17.693,4.09,1.64,-6,97.198,-0.13,1219.14,0.39
2019-08-09,2.16,1534.5,-0.03,17.556,-0.02,1.745,1.51,97.322,-0.11,1214.45,0.53
2019-08-08,2.16,1535,-0.62,17.56,-1.48,1.719,-0.12,97.434,0.09,1208.08,-0.41
2019-08-07,2.16,1544.6,2.31,17.823,4.37,1.721,0.29,97.345,-0.07,1213.02,-0.03
2019-08-06,2.16,1509.7,0.47,17.076,0.32,1.716,-0.12,97.417,0.11,1213.43,-0.4
2019-08-05,2.16,1502.6,1.16,17.022,5.05,1.718,-7.15,97.308,-0.56,1218.33,1.14
2019-08-02,2.16,1485.3,1.63,16.912,0.48,1.843,-3.1,97.852,-0.3,1204.61,0.69
2019-08-01,2.16,1461.5,-0.33,16.831,-1.3,1.902,-5.23,98.144,-0.12,1196.38,0.68
2019-07-31,2.16,1466.3,-0.27,17.053,-0.92,2.007,-2.57,98.258,0.46,1188.32,0.59
2019-07-30,2.16,1470.3,0.59,17.211,0.7,2.06,-0.15,97.809,0.01,1181.38,-0.2
2019-07-29,2.16,1461.7,0.09,17.092,4.21,2.063,-0.27,97.796,0.05,1183.71,-0.04
2019-07-26,2.16,1460.4,0.41,17.046,-0.05,2.074,-0.43,97.751,0.2,1184.24,0.01
2019-07-25,2.16,1454.4,-0.58,17.055,-1.25,2.083,1.61,97.552,0.1,1184.16,0.49
2019-07-24,2.16,1462.9,0.14,17.271,0.9,2.05,-1.35,97.452,0.03,1178.41,-0.13
2019-07-23,2.16,1460.8,-0.35,17.117,0.39,2.078,1.37,97.418,0.49,1179.89,0.26
2019-07-22,2.16,1466,0.03,17.05,5.03,2.05,-0.42,96.94,0.13,1176.87,0.06
2019-07-19,2.16,1465.5,-0.12,16.832,-0.02,2.057,1.53,96.817,0.38,1176.11,0.28
2019-07-18,2.16,1467.2,0.32,16.836,1.34,2.026,-0.83,96.449,-0.42,1172.78,-0.66
2019-07-17,2.16,1462.5,0.85,16.613,1.77,2.043,-2.99,96.853,-0.19,1180.62,0.08
2019-07-16,2.16,1450.2,-0.14,16.324,2.02,2.106,0.77,97.041,0.51,1179.63,-0.07
2019-07-15,2.16,1452.3,0.1,16,4.9,2.09,-1.59,96.545,0.13,1180.41,0.26
2019-07-12,2.16,1450.9,0.39,15.876,0.56,2.124,-0.89,96.424,-0.25,1177.32,0.18
2019-07-11,2.16,1445.3,-0.36,15.787,-0.51,2.143,3.98,96.666,-0.04,1175.16,-0.12
2019-07-10,2.16,1450.5,0.85,15.868,0.47,2.061,-0.53,96.703,-0.4,1176.57,-0.56
2019-07-09,2.16,1438.3,0.07,15.793,0.62,2.072,1.17,97.095,0.11,1183.22,0.19
2019-07-08,2.16,1437.3,0.05,15.695,4.65,2.048,0.27,96.984,0.1,1180.94,0.5
2019-07-05,2.16,1436.6,0.92,15.645,1.92,2.039,4.67,96.89,0.58,1175.02,0.57
2019-07-04,2.16,1423.55,-2.23,15.35,-3.83,1.9481,-0.25,96.331,0,1168.34,-0.2
2019-07-03,2.16,1456,0.91,15.961,0.62,1.953,-1.16,96.331,0.06,1170.72,0.28
2019-07-02,2.16,1442.8,1.35,15.862,0.34,1.976,-2.8,96.274,-0.14,1167.47,0.49
2019-07-01,2.16,1423.6,-1.6,15.809,3.79,2.033,-0.58,96.409,0.78,1161.77,0.47
2019-06-28,2.16,1446.8,0.16,15.942,0.3,2.007,-0.35,95.666,-0.08,1156.38,-0.06
2019-06-27,2.16,1444.5,-0.23,15.894,1.27,2.014,-1.76,95.742,0.01,1157.12,0.21
2019-06-26,2.16,1447.8,-0.24,15.695,-0.08,2.05,3.12,95.728,0.08,1154.67,-0.13
2019-06-25,2.16,1451.3,0.03,15.707,-0.4,1.988,-1.49,95.648,0.17,1156.17,0.13
2019-06-24,2.16,1450.9,1.27,15.77,2.39,2.018,-2,95.487,-0.24,1154.67,-0.39
2019-06-21,2.16,1432.7,0.23,15.687,-1.22,2.059,1.78,95.718,-0.44,1159.2,-0.02
2019-06-20,2.16,1429.4,3.25,15.881,3.41,2.023,-0.3,96.138,-0.46,1159.42,-1.11
2019-06-19,2.16,1384.4,-0.22,15.357,-0.23,2.029,-1.41,96.582,-0.59,1172.48,-0.2
2019-06-18,2.16,1387.4,0.57,15.392,1.05,2.058,-1.58,97.153,-0.25,1174.87,-0.98
2019-06-17,2.16,1379.6,-0.14,15.232,2.87,2.091,-0.07,97.396,-0.18,1186.55,-0.03
2019-06-14,2.16,1381.5,0.06,15.207,-0.54,2.084,-0.43,97.57,0.59,1186.88,0.3
2019-06-13,2.16,1380.7,0.5,15.29,0.85,2.093,-1.37,96.999,0.03,1183.32,-0.02
2019-06-12,2.16,1373.8,0.35,15.161,0.01,2.122,-1.07,96.97,0.34,1183.53,0.37
2019-06-11,2.16,1369,0.15,15.16,0.65,2.145,-0.23,96.645,-0.07,1179.21,-0.41
2019-06-10,2.16,1366.9,-1.09,15.062,0.59,2.15,1.38,96.711,0.23,1184.02,0.16
2019-06-07,2.16,1381.9,0.25,15.452,0.86,2.084,-1.74,96.49,-0.52,1182.07,0.29
2019-06-06,2.16,1378.5,0.61,15.321,0.7,2.121,-0.47,96.997,-0.26,1178.67,-0.18
2019-06-05,2.16,1370.2,0.27,15.214,0.08,2.131,0.47,97.251,0.26,1180.84,0.22
2019-06-04,2.16,1366.5,0.09,15.202,0.17,2.121,2.22,96.999,-0.06,1178.26,-0.12
2019-06-03,2.16,1365.3,1.16,15.176,3.93,2.075,-2.33,97.06,-0.62,1179.64,-0.77
2019-05-31,2.16,1349.6,1.25,15.007,0.49,2.133,-3.79,97.666,-0.39,1188.8,-0.08
2019-05-30,2.16,1332.9,0.48,14.934,0.57,2.217,-1.99,98.053,0.02,1189.73,-0.36
2019-05-29,2.16,1326.5,0.24,14.849,0.54,2.262,-0.26,98.035,0.2,1194.03,0.43
2019-05-28,2.16,1323.3,2.98,14.769,1.35,2.268,-1.81,97.842,0.37,1188.94,0.37
2019-05-27,2.16,1284.95,0.06,14.572,0.1,2.3097,-0.62,97.477,0,1184.55,-0.1
2019-05-26,2.16,1284.15,-3.45,14.557,-2.99,2.324,0.09,97.477,-0.25,1185.77,-0.34
2019-05-24,2.16,1330.1,-0.13,15.005,-0.37,2.324,0.09,97.477,-0.25,1185.77,-0.34
2019-05-23,2.16,1331.8,0.79,15.061,1.09,2.322,-2.44,97.723,-0.16,1189.8,-0.08
